variety_id,variety_slug,category,usda_zone,indoor_sow_start,indoor_sow_end,outdoor_transplant_start,outdoor_transplant_end,direct_sow_start,direct_sow_end,harvest_start,harvest_end
546,french-filet-bean-maxibel,bean,3,,,,,June,July,September,October
546,french-filet-bean-maxibel,bean,4,,,,,June,July,August,October
546,french-filet-bean-maxibel,bean,5,,,,,May,June,August,October
546,french-filet-bean-maxibel,bean,6,,,,,May,June,August,September
546,french-filet-bean-maxibel,bean,7,,,,,April,June,July,September
546,french-filet-bean-maxibel,bean,8,,,,,April,May,July,August
546,french-filet-bean-maxibel,bean,9,,,,,March,April,June,July
546,french-filet-bean-maxibel,bean,10,,,,,February,April,May,July
546,french-filet-bean-maxibel,bean,11,,,,,January,March,April,June
546,french-filet-bean-maxibel,bean,12,,,,,January,March,April,June
546,french-filet-bean-maxibel,bean,13,,,,,January,March,April,June
547,black-turtle-bush-bean,bean,1,,,,,July,August,November,August
547,black-turtle-bush-bean,bean,2,,,,,June,August,October,September
547,black-turtle-bush-bean,bean,3,,,,,June,July,October,October
547,black-turtle-bush-bean,bean,4,,,,,June,July,September,October
547,black-turtle-bush-bean,bean,5,,,,,May,June,September,October
547,black-turtle-bush-bean,bean,6,,,,,May,June,September,October
547,black-turtle-bush-bean,bean,7,,,,,April,June,August,October
547,black-turtle-bush-bean,bean,8,,,,,April,May,August,September
547,black-turtle-bush-bean,bean,9,,,,,March,April,July,August
547,black-turtle-bush-bean,bean,10,,,,,February,April,June,August
547,black-turtle-bush-bean,bean,11,,,,,January,March,May,July
547,black-turtle-bush-bean,bean,12,,,,,January,March,May,July
547,black-turtle-bush-bean,bean,13,,,,,January,March,May,July
548,early-contender-bush-bean,bean,1,,,,,July,August,September,August
548,early-contender-bush-bean,bean,2,,,,,June,August,September,September
548,early-contender-bush-bean,bean,3,,,,,June,July,August,October
548,early-contender-bush-bean,bean,4,,,,,June,July,August,October
548,early-contender-bush-bean,bean,5,,,,,May,June,August,September
548,early-contender-bush-bean,bean,6,,,,,May,June,July,September
548,early-contender-bush-bean,bean,7,,,,,April,June,July,August
548,early-contender-bush-bean,bean,8,,,,,April,May,June,August
548,early-contender-bush-bean,bean,9,,,,,March,April,May,July
548,early-contender-bush-bean,bean,10,,,,,February,April,May,June
548,early-contender-bush-bean,bean,11,,,,,January,March,April,May
548,early-contender-bush-bean,bean,12,,,,,January,March,April,May
548,early-contender-bush-bean,bean,13,,,,,January,March,April,May
549,lima-king-of-the-garden-pole,bean,1,,,,,July,August,November,August
549,lima-king-of-the-garden-pole,bean,2,,,,,June,August,October,September
549,lima-king-of-the-garden-pole,bean,3,,,,,June,July,October,October
549,lima-king-of-the-garden-pole,bean,4,,,,,June,July,September,October
549,lima-king-of-the-garden-pole,bean,5,,,,,May,June,September,October
549,lima-king-of-the-garden-pole,bean,6,,,,,May,June,September,October
549,lima-king-of-the-garden-pole,bean,7,,,,,April,June,August,October
549,lima-king-of-the-garden-pole,bean,8,,,,,April,May,August,September
549,lima-king-of-the-garden-pole,bean,9,,,,,March,April,July,August
549,lima-king-of-the-garden-pole,bean,10,,,,,February,April,June,August
549,lima-king-of-the-garden-pole,bean,11,,,,,January,March,May,July
549,lima-king-of-the-garden-pole,bean,12,,,,,January,March,May,July
549,lima-king-of-the-garden-pole,bean,13,,,,,January,March,May,July
550,jacob-s-cattle-bush-bean,bean,1,,,,,July,August,November,August
550,jacob-s-cattle-bush-bean,bean,2,,,,,June,August,October,September
550,jacob-s-cattle-bush-bean,bean,3,,,,,June,July,October,October
550,jacob-s-cattle-bush-bean,bean,4,,,,,June,July,September,October
550,jacob-s-cattle-bush-bean,bean,5,,,,,May,June,September,October
550,jacob-s-cattle-bush-bean,bean,6,,,,,May,June,September,October
550,jacob-s-cattle-bush-bean,bean,7,,,,,April,June,August,October
550,jacob-s-cattle-bush-bean,bean,8,,,,,April,May,August,September
550,jacob-s-cattle-bush-bean,bean,9,,,,,March,April,July,August
550,jacob-s-cattle-bush-bean,bean,10,,,,,February,April,June,August
550,jacob-s-cattle-bush-bean,bean,11,,,,,January,March,May,July
550,jacob-s-cattle-bush-bean,bean,12,,,,,January,March,May,July
550,jacob-s-cattle-bush-bean,bean,13,,,,,January,March,May,July
551,provider-green-bush-bean,bean,1,,,,,July,August,September,August
551,provider-green-bush-bean,bean,2,,,,,June,August,September,September
551,provider-green-bush-bean,bean,3,,,,,June,July,August,October
551,provider-green-bush-bean,bean,4,,,,,June,July,August,October
551,provider-green-bush-bean,bean,5,,,,,May,June,August,September
551,provider-green-bush-bean,bean,6,,,,,May,June,July,September
551,provider-green-bush-bean,bean,7,,,,,April,June,July,August
551,provider-green-bush-bean,bean,8,,,,,April,May,June,August
551,provider-green-bush-bean,bean,9,,,,,March,April,May,July
551,provider-green-bush-bean,bean,10,,,,,February,April,May,June
551,provider-green-bush-bean,bean,11,,,,,January,March,April,May
551,provider-green-bush-bean,bean,12,,,,,January,March,April,May
551,provider-green-bush-bean,bean,13,,,,,January,March,April,May
552,blue-lake-pole-bean,bean,1,,,,,July,August,October,August
552,blue-lake-pole-bean,bean,2,,,,,June,August,September,September
552,blue-lake-pole-bean,bean,3,,,,,June,July,September,October
552,blue-lake-pole-bean,bean,4,,,,,June,July,August,October
552,blue-lake-pole-bean,bean,5,,,,,May,June,August,October
552,blue-lake-pole-bean,bean,6,,,,,May,June,August,September
552,blue-lake-pole-bean,bean,7,,,,,April,June,July,September
552,blue-lake-pole-bean,bean,8,,,,,April,May,July,August
552,blue-lake-pole-bean,bean,9,,,,,March,April,June,July
552,blue-lake-pole-bean,bean,10,,,,,February,April,May,July
552,blue-lake-pole-bean,bean,11,,,,,January,March,April,June
552,blue-lake-pole-bean,bean,12,,,,,January,March,April,June
552,blue-lake-pole-bean,bean,13,,,,,January,March,April,June
554,roma-ii-bush-bean,bean,1,,,,,July,August,September,August
554,roma-ii-bush-bean,bean,2,,,,,June,August,September,September
554,roma-ii-bush-bean,bean,3,,,,,June,July,August,October
554,roma-ii-bush-bean,bean,4,,,,,June,July,August,October
554,roma-ii-bush-bean,bean,5,,,,,May,June,August,September
554,roma-ii-bush-bean,bean,6,,,,,May,June,July,September
554,roma-ii-bush-bean,bean,7,,,,,April,June,July,August
554,roma-ii-bush-bean,bean,8,,,,,April,May,June,August
554,roma-ii-bush-bean,bean,9,,,,,March,April,May,July
554,roma-ii-bush-bean,bean,10,,,,,February,April,May,June
554,roma-ii-bush-bean,bean,11,,,,,January,March,April,May
554,roma-ii-bush-bean,bean,12,,,,,January,March,April,May
554,roma-ii-bush-bean,bean,13,,,,,January,March,April,May
555,bush-lake-bean,bean,1,,,,,July,August,September,August
555,bush-lake-bean,bean,2,,,,,June,August,September,September
555,bush-lake-bean,bean,3,,,,,June,July,August,October
555,bush-lake-bean,bean,4,,,,,June,July,August,October
555,bush-lake-bean,bean,5,,,,,May,June,August,September
555,bush-lake-bean,bean,6,,,,,May,June,July,September
555,bush-lake-bean,bean,7,,,,,April,June,July,August
555,bush-lake-bean,bean,8,,,,,April,May,June,August
555,bush-lake-bean,bean,9,,,,,March,April,May,July
555,bush-lake-bean,bean,10,,,,,February,April,May,June
555,bush-lake-bean,bean,11,,,,,January,March,April,May
555,bush-lake-bean,bean,12,,,,,January,March,April,May
555,bush-lake-bean,bean,13,,,,,January,March,April,May
556,pencil-pod-black-wax-bean,bean,1,,,,,July,August,September,August
556,pencil-pod-black-wax-bean,bean,2,,,,,June,August,September,September
556,pencil-pod-black-wax-bean,bean,3,,,,,June,July,August,October
556,pencil-pod-black-wax-bean,bean,4,,,,,June,July,August,October
556,pencil-pod-black-wax-bean,bean,5,,,,,May,June,August,September
556,pencil-pod-black-wax-bean,bean,6,,,,,May,June,July,September
556,pencil-pod-black-wax-bean,bean,7,,,,,April,June,July,August
556,pencil-pod-black-wax-bean,bean,8,,,,,April,May,June,August
556,pencil-pod-black-wax-bean,bean,9,,,,,March,April,May,July
556,pencil-pod-black-wax-bean,bean,10,,,,,February,April,May,June
556,pencil-pod-black-wax-bean,bean,11,,,,,January,March,April,May
556,pencil-pod-black-wax-bean,bean,12,,,,,January,March,April,May
556,pencil-pod-black-wax-bean,bean,13,,,,,January,March,April,May
557,topcrop-bush-bean,bean,1,,,,,July,August,September,August
557,topcrop-bush-bean,bean,2,,,,,June,August,September,September
557,topcrop-bush-bean,bean,3,,,,,June,July,August,October
557,topcrop-bush-bean,bean,4,,,,,June,July,August,October
557,topcrop-bush-bean,bean,5,,,,,May,June,August,September
557,topcrop-bush-bean,bean,6,,,,,May,June,July,September
557,topcrop-bush-bean,bean,7,,,,,April,June,July,August
557,topcrop-bush-bean,bean,8,,,,,April,May,June,August
557,topcrop-bush-bean,bean,9,,,,,March,April,May,July
557,topcrop-bush-bean,bean,10,,,,,February,April,May,June
557,topcrop-bush-bean,bean,11,,,,,January,March,April,May
557,topcrop-bush-bean,bean,12,,,,,January,March,April,May
557,topcrop-bush-bean,bean,13,,,,,January,March,April,May
558,detroit-dark-red-bush-bean,bean,1,,,,,July,August,September,August
558,detroit-dark-red-bush-bean,bean,2,,,,,June,August,September,September
558,detroit-dark-red-bush-bean,bean,3,,,,,June,July,August,October
558,detroit-dark-red-bush-bean,bean,4,,,,,June,July,August,October
558,detroit-dark-red-bush-bean,bean,5,,,,,May,June,August,September
558,detroit-dark-red-bush-bean,bean,6,,,,,May,June,July,September
558,detroit-dark-red-bush-bean,bean,7,,,,,April,June,July,August
558,detroit-dark-red-bush-bean,bean,8,,,,,April,May,June,August
558,detroit-dark-red-bush-bean,bean,9,,,,,March,April,May,July
558,detroit-dark-red-bush-bean,bean,10,,,,,February,April,May,June
558,detroit-dark-red-bush-bean,bean,11,,,,,January,March,April,May
558,detroit-dark-red-bush-bean,bean,12,,,,,January,March,April,May
558,detroit-dark-red-bush-bean,bean,13,,,,,January,March,April,May
559,lazy-housewife-pole-bean,bean,1,,,,,July,August,October,August
559,lazy-housewife-pole-bean,bean,2,,,,,June,August,October,September
559,lazy-housewife-pole-bean,bean,3,,,,,June,July,September,October
559,lazy-housewife-pole-bean,bean,4,,,,,June,July,September,October
559,lazy-housewife-pole-bean,bean,5,,,,,May,June,August,October
559,lazy-housewife-pole-bean,bean,6,,,,,May,June,August,October
559,lazy-housewife-pole-bean,bean,7,,,,,April,June,August,September
559,lazy-housewife-pole-bean,bean,8,,,,,April,May,July,September
559,lazy-housewife-pole-bean,bean,9,,,,,March,April,June,August
559,lazy-housewife-pole-bean,bean,10,,,,,February,April,June,July
559,lazy-housewife-pole-bean,bean,11,,,,,January,March,May,June
559,lazy-housewife-pole-bean,bean,12,,,,,January,March,May,June
559,lazy-housewife-pole-bean,bean,13,,,,,January,March,May,June
560,bountiful-bush-bean,bean,1,,,,,July,August,September,August
560,bountiful-bush-bean,bean,2,,,,,June,August,September,September
560,bountiful-bush-bean,bean,3,,,,,June,July,August,October
560,bountiful-bush-bean,bean,4,,,,,June,July,August,October
560,bountiful-bush-bean,bean,5,,,,,May,June,August,September
560,bountiful-bush-bean,bean,6,,,,,May,June,July,September
560,bountiful-bush-bean,bean,7,,,,,April,June,July,August
560,bountiful-bush-bean,bean,8,,,,,April,May,June,August
560,bountiful-bush-bean,bean,9,,,,,March,April,May,July
560,bountiful-bush-bean,bean,10,,,,,February,April,May,June
560,bountiful-bush-bean,bean,11,,,,,January,March,April,May
560,bountiful-bush-bean,bean,12,,,,,January,March,April,May
560,bountiful-bush-bean,bean,13,,,,,January,March,April,May
561,gold-marie-vining-bean,bean,1,,,,,July,August,October,August
561,gold-marie-vining-bean,bean,2,,,,,June,August,September,September
561,gold-marie-vining-bean,bean,3,,,,,June,July,September,October
561,gold-marie-vining-bean,bean,4,,,,,June,July,September,October
561,gold-marie-vining-bean,bean,5,,,,,May,June,August,October
561,gold-marie-vining-bean,bean,6,,,,,May,June,August,September
561,gold-marie-vining-bean,bean,7,,,,,April,June,July,September
561,gold-marie-vining-bean,bean,8,,,,,April,May,July,August
561,gold-marie-vining-bean,bean,9,,,,,March,April,June,July
561,gold-marie-vining-bean,bean,10,,,,,February,April,May,July
561,gold-marie-vining-bean,bean,11,,,,,January,March,April,June
561,gold-marie-vining-bean,bean,12,,,,,January,March,April,June
561,gold-marie-vining-bean,bean,13,,,,,January,March,April,June
563,purple-top-bush-bean,bean,1,,,,,July,August,September,August
563,purple-top-bush-bean,bean,2,,,,,June,August,September,September
563,purple-top-bush-bean,bean,3,,,,,June,July,August,October
563,purple-top-bush-bean,bean,4,,,,,June,July,August,October
563,purple-top-bush-bean,bean,5,,,,,May,June,August,September
563,purple-top-bush-bean,bean,6,,,,,May,June,July,September
563,purple-top-bush-bean,bean,7,,,,,April,June,July,August
563,purple-top-bush-bean,bean,8,,,,,April,May,June,August
563,purple-top-bush-bean,bean,9,,,,,March,April,May,July
563,purple-top-bush-bean,bean,10,,,,,February,April,May,June
563,purple-top-bush-bean,bean,11,,,,,January,March,April,May
563,purple-top-bush-bean,bean,12,,,,,January,March,April,May
563,purple-top-bush-bean,bean,13,,,,,January,March,April,May
564,king-of-the-garden-lima-pole,bean,1,,,,,July,August,November,August
564,king-of-the-garden-lima-pole,bean,2,,,,,June,August,October,September
564,king-of-the-garden-lima-pole,bean,3,,,,,June,July,October,October
564,king-of-the-garden-lima-pole,bean,4,,,,,June,July,September,October
564,king-of-the-garden-lima-pole,bean,5,,,,,May,June,September,October
564,king-of-the-garden-lima-pole,bean,6,,,,,May,June,September,October
564,king-of-the-garden-lima-pole,bean,7,,,,,April,June,August,October
564,king-of-the-garden-lima-pole,bean,8,,,,,April,May,August,September
564,king-of-the-garden-lima-pole,bean,9,,,,,March,April,July,August
564,king-of-the-garden-lima-pole,bean,10,,,,,February,April,June,August
564,king-of-the-garden-lima-pole,bean,11,,,,,January,March,May,July
564,king-of-the-garden-lima-pole,bean,12,,,,,January,March,May,July
564,king-of-the-garden-lima-pole,bean,13,,,,,January,March,May,July
565,golden-wax-bush-bean,bean,1,,,,,July,August,September,August
565,golden-wax-bush-bean,bean,2,,,,,June,August,September,September
565,golden-wax-bush-bean,bean,3,,,,,June,July,August,October
565,golden-wax-bush-bean,bean,4,,,,,June,July,August,October
565,golden-wax-bush-bean,bean,5,,,,,May,June,August,September
565,golden-wax-bush-bean,bean,6,,,,,May,June,July,September
565,golden-wax-bush-bean,bean,7,,,,,April,June,July,August
565,golden-wax-bush-bean,bean,8,,,,,April,May,June,August
565,golden-wax-bush-bean,bean,9,,,,,March,April,May,July
565,golden-wax-bush-bean,bean,10,,,,,February,April,May,June
565,golden-wax-bush-bean,bean,11,,,,,January,March,April,May
565,golden-wax-bush-bean,bean,12,,,,,January,March,April,May
565,golden-wax-bush-bean,bean,13,,,,,January,March,April,May
566,borlotto-bush-bean,bean,1,,,,,July,August,October,August
566,borlotto-bush-bean,bean,2,,,,,June,August,September,September
566,borlotto-bush-bean,bean,3,,,,,June,July,September,October
566,borlotto-bush-bean,bean,4,,,,,June,July,August,October
566,borlotto-bush-bean,bean,5,,,,,May,June,August,October
566,borlotto-bush-bean,bean,6,,,,,May,June,August,September
